score,KC_factor,projections,hash_dims,flattening
-0.05283,10.0,8.0,4000.0,log2
-0.05316,2.0,20.0,160.0,log2
-0.05318,6.0,8.0,1920.0,log10
-0.05389,2.0,6.0,320.0,log
-0.05509,8.0,18.0,1920.0,log2
-0.05651,4.0,12.0,320.0,log
-0.05658,10.0,18.0,3200.0,log10
-0.0566,8.0,14.0,1280.0,log10
-0.05729,1.0,6.0,160.0,log
-0.05733,10.0,6.0,1600.0,log10
-0.05736,6.0,16.0,1920.0,log
-0.05736,2.0,18.0,640.0,log2
-0.05736,6.0,16.0,2400.0,log2
-0.05736,10.0,16.0,1600.0,log2
-0.05736,6.0,8.0,1440.0,log10
-0.05736,6.0,10.0,1440.0,log10
-0.05809,6.0,6.0,1440.0,log10
-0.05811,2.0,18.0,800.0,log
-0.05847,2.0,14.0,800.0,log10
-0.05882,1.0,20.0,240.0,log
-0.05882,2.0,20.0,480.0,log2
-0.05884,2.0,12.0,320.0,log
-0.05884,8.0,20.0,640.0,log
-0.05922,10.0,14.0,2400.0,log10
-0.0595,8.0,16.0,640.0,log
-0.05998,8.0,6.0,1280.0,log2
-0.06038,8.0,8.0,1920.0,log2
-0.06038,8.0,8.0,1280.0,log10
-0.06062,1.0,14.0,160.0,log
-0.06071,2.0,6.0,320.0,log10
-0.06109,6.0,10.0,1920.0,log
-0.06113,8.0,14.0,3200.0,log2
-0.06126,1.0,8.0,80.0,log2
-0.06149,6.0,10.0,1440.0,log2
-0.06149,10.0,16.0,800.0,log2
-0.06184,1.0,20.0,160.0,log2
-0.06189,10.0,16.0,1600.0,log
-0.06189,6.0,8.0,1920.0,log2
-0.06189,10.0,14.0,1600.0,log2
-0.06224,8.0,16.0,640.0,log10
-0.06251,1.0,18.0,400.0,log
-0.06253,6.0,18.0,480.0,log2
-0.06262,6.0,16.0,2400.0,log10
-0.06264,10.0,16.0,4000.0,log
-0.06264,8.0,12.0,1280.0,log2
-0.06264,8.0,18.0,3200.0,log10
-0.06337,4.0,12.0,640.0,log10
-0.0634,4.0,6.0,1600.0,log
-0.06373,8.0,20.0,1920.0,log
-0.06375,1.0,16.0,400.0,log2
-0.06402,1.0,16.0,320.0,log2
-0.06491,6.0,12.0,2400.0,log
-0.06564,8.0,20.0,2560.0,log10
-0.06566,10.0,8.0,3200.0,log
-0.06566,6.0,10.0,1920.0,log2
-0.06566,8.0,8.0,2560.0,log2
-0.06602,2.0,6.0,640.0,log
-0.06639,6.0,18.0,2400.0,log10
-0.06642,6.0,12.0,2400.0,log2
-0.06642,6.0,14.0,1920.0,log2
-0.06658,1.0,8.0,160.0,log2
-0.06671,1.0,20.0,320.0,log10
-0.06793,8.0,8.0,3200.0,log
-0.06793,6.0,6.0,2400.0,log2
-0.06793,6.0,8.0,2400.0,log2
-0.06793,8.0,16.0,1920.0,log10
-0.06793,10.0,8.0,800.0,log10
-0.06824,1.0,18.0,160.0,log10
-0.06826,4.0,20.0,320.0,log10
-0.06854,1.0,10.0,160.0,log2
-0.06866,6.0,20.0,2400.0,log10
-0.06868,6.0,8.0,480.0,log
-0.06868,6.0,8.0,1440.0,log2
-0.06868,10.0,8.0,1600.0,log2
-0.06868,10.0,6.0,4000.0,log10
-0.06904,8.0,12.0,640.0,log2
-0.06904,10.0,20.0,1600.0,log2
-0.06943,8.0,14.0,2560.0,log2
-0.06943,2.0,12.0,800.0,log10
-0.06975,1.0,10.0,160.0,log
-0.07019,10.0,12.0,2400.0,log2
-0.07092,4.0,8.0,960.0,log10
-0.07094,8.0,18.0,3200.0,log
-0.07128,1.0,8.0,400.0,log2
-0.0713,10.0,10.0,2400.0,log
-0.07168,10.0,10.0,1600.0,log
-0.07245,8.0,12.0,1920.0,log
-0.07245,10.0,14.0,4000.0,log
-0.07245,4.0,12.0,960.0,log10
-0.07277,4.0,14.0,320.0,log2
-0.07321,10.0,6.0,4000.0,log
-0.07321,8.0,8.0,1920.0,log10
-0.07357,2.0,10.0,320.0,log
-0.07393,1.0,20.0,240.0,log2
-0.07394,1.0,20.0,400.0,log10
-0.07394,6.0,20.0,1440.0,log10
-0.07396,4.0,12.0,960.0,log
-0.07396,10.0,6.0,2400.0,log
-0.07396,4.0,14.0,320.0,log10
-0.07432,10.0,18.0,2400.0,log2
-0.0747,4.0,18.0,1600.0,log10
-0.07472,4.0,10.0,1280.0,log
-0.07472,4.0,18.0,960.0,log2
-0.07472,6.0,16.0,1920.0,log2
-0.07472,8.0,8.0,3200.0,log2
-0.07508,10.0,12.0,800.0,log10
-0.07542,1.0,20.0,320.0,log2
-0.07544,4.0,12.0,1280.0,log
-0.07544,4.0,12.0,1600.0,log
-0.07616,8.0,8.0,2560.0,log
-0.07623,10.0,14.0,3200.0,log
-0.07695,1.0,8.0,160.0,log
-0.07696,6.0,8.0,960.0,log10
-0.07698,10.0,6.0,2400.0,log2
-0.07772,4.0,10.0,1600.0,log2
-0.07774,6.0,6.0,2400.0,log
-0.07774,4.0,12.0,1600.0,log2
-0.07774,10.0,16.0,3200.0,log10
-0.07847,4.0,16.0,640.0,log
-0.07915,2.0,14.0,320.0,log
-0.07923,10.0,12.0,3200.0,log10
-0.07925,8.0,20.0,2560.0,log
-0.07925,10.0,10.0,4000.0,log
-0.07925,6.0,10.0,2400.0,log2
-0.07925,10.0,10.0,4000.0,log10
-0.07998,4.0,12.0,960.0,log2
-0.08184,2.0,20.0,480.0,log
-0.08226,6.0,12.0,1440.0,log10
-0.08226,8.0,12.0,1920.0,log10
-0.0826,1.0,12.0,240.0,log
-0.08299,6.0,20.0,960.0,log2
-0.08299,4.0,20.0,640.0,log10
-0.083,4.0,16.0,1280.0,log2
-0.083,10.0,10.0,2400.0,log2
-0.08302,4.0,18.0,1280.0,log
-0.08302,2.0,16.0,480.0,log2
-0.08377,2.0,10.0,320.0,log10
-0.08377,4.0,12.0,1280.0,log10
-0.08377,8.0,12.0,3200.0,log10
-0.08453,4.0,16.0,1600.0,log
-0.08453,4.0,8.0,1600.0,log2
-0.08521,1.0,16.0,240.0,log
-0.08526,1.0,12.0,400.0,log2
-0.08528,10.0,8.0,2400.0,log2
-0.08551,2.0,8.0,160.0,log2
-0.08602,10.0,6.0,2400.0,log10
-0.08604,10.0,16.0,1600.0,log10
-0.08674,8.0,10.0,640.0,log10
-0.08675,2.0,12.0,800.0,log
-0.08679,10.0,14.0,1600.0,log10
-0.08714,1.0,14.0,400.0,log
-0.08753,10.0,20.0,800.0,log
-0.08755,10.0,20.0,4000.0,log2
-0.08791,2.0,10.0,480.0,log
-0.08867,8.0,20.0,1280.0,log10
-0.08906,6.0,14.0,1440.0,log
-0.08942,4.0,16.0,1280.0,log
-0.08969,1.0,8.0,80.0,log10
-0.08981,6.0,18.0,1440.0,log2
-0.09054,6.0,18.0,1440.0,log
-0.09057,8.0,6.0,2560.0,log2
-0.09132,4.0,8.0,1600.0,log10
-0.09169,4.0,12.0,320.0,log10
-0.09205,1.0,16.0,240.0,log2
-0.09208,6.0,12.0,960.0,log2
-0.09244,8.0,18.0,1280.0,log10
-0.09281,2.0,16.0,160.0,log
-0.09282,2.0,20.0,640.0,log
-0.09282,4.0,8.0,1280.0,log2
-0.09283,10.0,8.0,4000.0,log
-0.09283,10.0,6.0,3200.0,log10
-0.09359,4.0,16.0,320.0,log2
-0.09394,2.0,14.0,320.0,log2
-0.09433,4.0,10.0,640.0,log10
-0.09434,8.0,6.0,1920.0,log2
-0.09466,2.0,20.0,480.0,log10
-0.09499,1.0,12.0,80.0,log2
-0.09506,1.0,18.0,320.0,log10
-0.0951,10.0,20.0,800.0,log2
-0.09542,6.0,6.0,480.0,log2
-0.09542,2.0,12.0,320.0,log10
-0.09543,4.0,14.0,320.0,log
-0.09546,6.0,18.0,960.0,log2
-0.09585,4.0,8.0,960.0,log
-0.09659,1.0,20.0,400.0,log
-0.0966,10.0,8.0,1600.0,log10
-0.09735,1.0,8.0,240.0,log2
-0.09736,4.0,10.0,1600.0,log
-0.09773,6.0,10.0,1440.0,log
-0.0981,8.0,12.0,1280.0,log
-0.09886,10.0,20.0,3200.0,log10
-0.09887,10.0,16.0,3200.0,log
-0.09961,2.0,8.0,800.0,log
-0.09962,8.0,12.0,640.0,log10
-0.09998,2.0,10.0,800.0,log
-0.10036,4.0,16.0,960.0,log
-0.10112,4.0,6.0,1280.0,log10
-0.10149,1.0,14.0,400.0,log2
-0.10189,6.0,10.0,2400.0,log10
-0.10264,10.0,16.0,2400.0,log2
-0.1034,10.0,12.0,1600.0,log
-0.10413,2.0,12.0,160.0,log
-0.10414,6.0,6.0,960.0,log10
-0.10415,10.0,10.0,800.0,log
-0.10415,4.0,6.0,960.0,log2
-0.10449,2.0,8.0,160.0,log10
-0.10452,2.0,6.0,640.0,log10
-0.10528,4.0,12.0,320.0,log2
-0.10528,8.0,16.0,640.0,log2
-0.10566,4.0,10.0,1600.0,log10
-0.106,1.0,20.0,240.0,log10
-0.10603,2.0,8.0,480.0,log10
-0.10642,6.0,10.0,1920.0,log10
-0.10642,8.0,16.0,3200.0,log10
-0.10905,6.0,14.0,480.0,log10
-0.10943,4.0,14.0,1600.0,log2
-0.10943,6.0,20.0,960.0,log10
-0.11019,4.0,10.0,640.0,log2
-0.11019,10.0,14.0,4000.0,log10
-0.11054,1.0,14.0,240.0,log10
-0.11094,2.0,12.0,640.0,log
-0.11094,6.0,10.0,960.0,log2
-0.11094,8.0,20.0,3200.0,log2
-0.11131,2.0,20.0,320.0,log2
-0.11132,8.0,14.0,640.0,log
-0.11169,1.0,16.0,160.0,log10
-0.11169,2.0,20.0,800.0,log10
-0.1117,10.0,12.0,3200.0,log
-0.1117,8.0,12.0,1280.0,log10
-0.11245,6.0,8.0,960.0,log
-0.11245,8.0,6.0,3200.0,log2
-0.11321,4.0,8.0,1600.0,log
-0.11321,2.0,14.0,640.0,log2
-0.11321,10.0,18.0,3200.0,log2
-0.11396,2.0,6.0,800.0,log
-0.11396,10.0,6.0,3200.0,log2
-0.11472,10.0,20.0,1600.0,log10
-0.11508,1.0,8.0,320.0,log
-0.11509,6.0,12.0,1440.0,log2
-0.11547,4.0,16.0,960.0,log2
-0.1166,2.0,8.0,800.0,log10
-0.11698,8.0,14.0,1920.0,log
-0.11698,6.0,14.0,960.0,log10
-0.11849,2.0,10.0,480.0,log2
-0.11849,10.0,20.0,3200.0,log2
-0.12,2.0,18.0,320.0,log10
-0.12,10.0,18.0,1600.0,log10
-0.12113,2.0,16.0,320.0,log2
-0.12151,8.0,14.0,640.0,log2
-0.12227,1.0,10.0,400.0,log10
-0.12227,10.0,18.0,2400.0,log10
-0.12378,6.0,14.0,960.0,log
-0.12566,2.0,16.0,640.0,log2
-0.12566,1.0,8.0,320.0,log10
-0.12604,1.0,18.0,160.0,log2
-0.12642,4.0,14.0,960.0,log10
-0.1268,6.0,18.0,2400.0,log
-0.1268,2.0,18.0,640.0,log10
-0.12755,2.0,18.0,320.0,log
-0.12755,6.0,16.0,960.0,log
-0.12873,1.0,6.0,80.0,log
-0.12906,2.0,8.0,640.0,log2
-0.12944,10.0,18.0,800.0,log10
-0.13057,6.0,10.0,960.0,log
-0.131,1.0,18.0,80.0,log10
-0.13246,6.0,16.0,2400.0,log
-0.13283,4.0,10.0,1280.0,log2
-0.13399,1.0,8.0,240.0,log
-0.13513,1.0,6.0,320.0,log
-0.13585,6.0,18.0,1920.0,log
-0.13586,8.0,10.0,3200.0,log10
-0.13588,6.0,8.0,480.0,log2
-0.13626,1.0,20.0,320.0,log
-0.13737,2.0,20.0,640.0,log10
-0.13774,2.0,6.0,480.0,log
-0.13887,8.0,6.0,3200.0,log10
-0.13889,4.0,6.0,320.0,log2
-0.13925,4.0,18.0,960.0,log10
-0.13927,1.0,18.0,400.0,log10
-0.1393,1.0,10.0,80.0,log2
-0.14038,6.0,6.0,480.0,log10
-0.14113,10.0,18.0,800.0,log
-0.14114,6.0,20.0,480.0,log10
-0.14116,2.0,6.0,480.0,log2
-0.14189,4.0,20.0,1600.0,log2
-0.1419,2.0,20.0,800.0,log2
-0.14264,8.0,18.0,1920.0,log10
-0.14416,8.0,12.0,2560.0,log
-0.14454,4.0,8.0,320.0,log
-0.14455,1.0,12.0,320.0,log
-0.14567,6.0,20.0,480.0,log
-0.14643,8.0,18.0,640.0,log
-0.14794,8.0,14.0,1920.0,log2
-0.14868,4.0,20.0,1280.0,log
-0.1502,4.0,18.0,320.0,log
-0.15024,1.0,16.0,160.0,log2
-0.15096,10.0,14.0,800.0,log2
-0.1517,4.0,8.0,1280.0,log10
-0.15172,2.0,14.0,160.0,log
-0.15398,4.0,18.0,320.0,log2
-0.15511,2.0,10.0,800.0,log2
-0.15512,2.0,10.0,640.0,log
-0.15547,8.0,6.0,2560.0,log10
-0.15623,8.0,10.0,640.0,log2
-0.16,2.0,14.0,480.0,log2
-0.16076,4.0,6.0,640.0,log2
-0.16227,2.0,12.0,640.0,log2
-0.16308,1.0,6.0,160.0,log2
-0.16346,1.0,6.0,400.0,log10
-0.16377,4.0,16.0,960.0,log10
-0.16455,6.0,18.0,480.0,log
-0.16492,4.0,12.0,640.0,log2
-0.16606,2.0,12.0,480.0,log10
-0.16643,4.0,6.0,1600.0,log10
-0.17249,6.0,12.0,480.0,log
-0.17285,6.0,18.0,480.0,log10
-0.17293,2.0,18.0,160.0,log2
-0.17295,2.0,10.0,160.0,log2
-0.17663,6.0,14.0,1440.0,log10
-0.1774,4.0,20.0,320.0,log2
-0.17814,8.0,6.0,1280.0,log10
-0.17891,2.0,10.0,320.0,log2
-0.1794,1.0,20.0,80.0,log10
-0.1846,1.0,18.0,240.0,log2
-0.18687,2.0,20.0,160.0,log
-0.18946,2.0,8.0,480.0,log2
-0.19062,1.0,8.0,240.0,log10
-0.19375,1.0,12.0,160.0,log
-0.19669,6.0,12.0,480.0,log2
-0.19777,4.0,8.0,640.0,log2
-0.20003,2.0,8.0,320.0,log10
-0.20122,2.0,14.0,160.0,log2
-0.21211,10.0,14.0,800.0,log
-0.21211,2.0,12.0,160.0,log2
-0.21214,4.0,14.0,640.0,log
-0.21221,4.0,6.0,320.0,log
-0.21462,4.0,10.0,320.0,log2
-0.21462,1.0,12.0,80.0,log10
-0.21479,2.0,6.0,160.0,log2
-0.22079,6.0,20.0,480.0,log2
-0.222,1.0,8.0,400.0,log
-0.22457,6.0,16.0,960.0,log10
-0.22876,2.0,10.0,480.0,log10
-0.22944,1.0,18.0,400.0,log2
-0.23006,1.0,8.0,160.0,log10
-0.23233,1.0,18.0,160.0,log
-0.233,4.0,16.0,320.0,log10
-0.23506,2.0,12.0,160.0,log10
-0.23636,2.0,8.0,320.0,log
-0.25199,1.0,16.0,160.0,log
-0.26095,1.0,10.0,80.0,log
-0.26447,1.0,18.0,320.0,log2
-0.26744,1.0,12.0,320.0,log2
-0.28792,1.0,20.0,80.0,log2
-0.29391,1.0,8.0,320.0,log2
-0.30333,1.0,20.0,160.0,log10
-0.31811,2.0,12.0,480.0,log2
-0.32348,1.0,16.0,80.0,log
-0.42594,1.0,20.0,80.0,log
